Year,week_number,week_end,total_death_all_ages,all_respiratory_diseases_(ICD-10 J00-J99) _ICD-10 v 2010,Under 1 year,01-14,15-44,45-64,65-74,75-84,85+,Under 1 year_male,01-14_male,15-44_male,45-64_male,65-74_male,75-84_male,85+_male,Under 1 year_female,01-14_female,15-44_female,45-64_female,65-74_female,75-84_female,85+_female,North East,North West,Yorkshire and The Humber,East Midlands,West Midlands,East,London,South East,South West,Wales
2015,15 ,10-Apr-15,"10,089","1,525",57,18,271,"1,133","1,601","2,913","4,096",39,10,160,667,921,"1,477","1,560",18,8,111,466,680,"1,436","2,536",533,"1,384","1,023",917,994,"1,062","1,002","1,488","1,005",660
2015,16 ,17-Apr-15,"11,639","1,730",47,22,321,"1,342","1,849","3,323","4,735",24,17,209,803,"1,095","1,721","1,757",23,5,112,539,754,"1,602","2,978",626,"1,521","1,103",999,"1,294","1,289","1,089","1,810","1,212",671
2015,17 ,24-Apr-15,"10,599","1,550",56,20,298,"1,274","1,682","3,061","4,206",36,12,197,759,978,"1,620","1,523",20,8,101,515,704,"1,441","2,683",601,"1,405","1,009",889,"1,115","1,050","1,000","1,708","1,129",662
2015,18 ,1-May-15,"10,134","1,469",55,21,277,"1,162","1,628","2,928","4,040",36,11,176,696,962,"1,574","1,511",19,10,101,466,666,"1,354","2,529",516,"1,385",950,856,"1,053","1,112",961,"1,530","1,110",628
2015,19 ,8-May-15,"8,862","1,250",35,19,224,954,"1,499","2,625","3,505",18,11,156,554,890,"1,417","1,316",17,8,68,400,609,"1,208","2,189",503,"1,166",895,748,949,910,827,"1,343",901,589
2015,20 ,15-May-15,"10,290","1,404",50,20,309,"1,227","1,703","2,998","3,983",32,11,207,714,"1,024","1,565","1,502",18,9,102,513,679,"1,433","2,481",544,"1,404","1,038",890,"1,057","1,099",949,"1,552","1,100",622
2015,21 ,22-May-15,"10,005","1,325",57,14,304,"1,176","1,680","2,926","3,839",35,7,198,705,987,"1,605","1,419",22,7,106,471,693,"1,321","2,420",514,"1,367",989,870,"1,018",989,906,"1,587","1,122",614
2015,22 ,29-May-15,"8,213","1,074",53,22,213,"1,014","1,365","2,464","3,082",34,11,125,595,791,"1,303","1,184",19,11,88,419,574,"1,161","1,898",457,"1,116",866,663,844,838,793,"1,216",816,588
2015,23 ,5-Jun-15,"10,157","1,256",48,23,295,"1,224","1,692","2,895","3,968",24,17,175,732,986,"1,485","1,450",24,6,120,492,706,"1,410","2,518",472,"1,337","1,024",865,"1,042","1,150",961,"1,538","1,094",648
2015,24 ,12-Jun-15,"9,548","1,242",52,10,270,"1,188","1,586","2,781","3,660",35,5,165,722,934,"1,475","1,391",17,5,105,466,652,"1,306","2,269",528,"1,262",953,817,975,997,880,"1,483","1,022",606
2015,25 ,19-Jun-15,"9,312","1,234",54,22,279,"1,163","1,536","2,652","3,602",38,13,181,695,872,"1,332","1,372",16,9,98,468,664,"1,320","2,230",459,"1,248",896,757,943,"1,020",892,"1,496",983,595
2015,26 ,26-Jun-15,"9,190","1,168",51,19,298,"1,135","1,573","2,682","3,425",31,10,188,700,945,"1,439","1,297",20,9,110,435,628,"1,243","2,128",514,"1,254",916,756,927,998,887,"1,396",916,597
2015,27 ,3-Jul-15,"9,205","1,121",49,19,288,"1,065","1,615","2,560","3,603",30,10,207,619,909,"1,301","1,372",19,9,81,446,706,"1,259","2,231",489,"1,293",868,750,964,977,901,"1,382","1,017",535
2015,28 ,10-Jul-15,"9,015","1,022",65,18,272,"1,151","1,548","2,568","3,393",29,9,190,682,909,"1,403","1,313",36,9,82,469,639,"1,165","2,080",491,"1,238",851,817,941,939,842,"1,370",949,554
2015,29 ,17-Jul-15,"8,802",977,58,14,268,"1,128","1,438","2,486","3,405",34,6,155,688,828,"1,323","1,293",24,8,113,440,610,"1,163","2,112",466,"1,127",855,781,882,952,881,"1,320",933,574
2015,30 ,24-Jul-15,"8,791",960,57,14,288,"1,096","1,583","2,520","3,233",38,10,177,651,912,"1,346","1,249",19,4,111,445,671,"1,174","1,984",459,"1,196",846,734,938,934,833,"1,382",905,529
2015,31 ,31-Jul-15,"8,617",940,51,20,299,"1,084","1,446","2,493","3,223",30,12,183,627,839,"1,350","1,195",21,8,116,457,607,"1,143","2,028",437,"1,195",846,715,917,941,780,"1,217","1,000",546
2015,32 ,7-Aug-15,"8,862","1,006",54,21,264,"1,095","1,471","2,576","3,379",25,13,186,680,886,"1,349","1,340",29,8,78,415,585,"1,227","2,039",462,"1,227",953,664,913,908,858,"1,388",895,564
2015,33 ,14-Aug-15,"9,148","1,055",51,15,286,"1,169","1,523","2,577","3,525",35,10,185,715,893,"1,365","1,339",16,5,101,454,630,"1,212","2,186",458,"1,250",888,792,950,"1,014",879,"1,370",974,548
2015,34 ,21-Aug-15,"9,121",978,66,21,298,"1,159","1,543","2,655","3,379",33,14,194,667,896,"1,434","1,289",33,7,104,492,647,"1,221","2,090",475,"1,223",915,747,969,943,901,"1,364","1,000",557
2015,35 ,28-Aug-15,"9,026","1,074",54,11,314,"1,100","1,530","2,621","3,393",37,8,204,668,879,"1,372","1,271",17,3,110,432,651,"1,249","2,122",445,"1,262",896,797,834,981,855,"1,358",967,603
2015,36 ,4-Sep-15,"7,878",900,48,12,224,981,"1,318","2,310","2,985",27,7,148,612,778,"1,219","1,165",21,5,76,369,540,"1,091","1,820",438,"1,044",772,663,774,856,803,"1,188",825,489
2015,37 ,11-Sep-15,"9,258","1,062",54,14,278,"1,177","1,537","2,571","3,623",25,5,175,678,917,"1,396","1,396",29,9,103,499,620,"1,175","2,227",471,"1,262",931,814,932,922,867,"1,423","1,065",554
2015,38 ,18-Sep-15,"9,097","1,032",40,18,287,"1,098","1,549","2,627","3,478",25,10,182,680,889,"1,394","1,273",15,8,105,418,660,"1,233","2,205",462,"1,175",852,748,973,942,901,"1,448","1,020",555
2015,39 ,25-Sep-15,"9,529","1,117",56,15,295,"1,156","1,531","2,791","3,682",29,11,184,704,922,"1,475","1,399",27,4,111,452,609,"1,316","2,283",476,"1,267",922,795,969,981,917,"1,540",975,664
2015,40 ,2-Oct-15,"9,410","1,149",65,18,299,"1,133","1,569","2,636","3,690",35,8,184,680,896,"1,411","1,400",30,10,115,453,673,"1,225","2,290",495,"1,260",908,814,957,984,918,"1,419","1,086",552
2015,41 ,9-Oct-15,"9,776","1,198",43,13,297,"1,196","1,599","2,820","3,807",22,7,183,711,931,"1,471","1,416",21,6,114,485,668,"1,349","2,391",505,"1,283",915,821,951,"1,105",976,"1,457","1,076",652
2015,42 ,16-Oct-15,"9,511","1,165",59,26,256,"1,133","1,585","2,781","3,668",38,12,177,678,937,"1,464","1,410",21,14,79,455,648,"1,317","2,258",494,"1,291",895,809,997,"1,030",912,"1,402","1,039",612
2015,43 ,23-Oct-15,"9,711","1,183",60,22,292,"1,158","1,603","2,786","3,789",37,12,188,706,943,"1,496","1,479",23,10,104,452,660,"1,290","2,310",480,"1,276",951,835,"1,053","1,022",921,"1,461","1,079",607
2015,44 ,30-Oct-15,"9,618","1,237",50,14,277,"1,137","1,565","2,671","3,879",23,8,185,695,914,"1,414","1,476",27,6,92,442,651,"1,257","2,403",523,"1,299",886,814,967,"1,030",969,"1,506","1,003",593
2015,45 ,6-Nov-15,"9,994","1,247",48,24,304,"1,275","1,654","2,853","3,826",22,9,200,760,956,"1,454","1,405",26,15,104,515,698,"1,399","2,421",524,"1,409","1,014",883,"1,084","1,011",955,"1,482","1,002",606
2015,46 ,13-Nov-15,"9,938","1,235",53,26,261,"1,258","1,607","2,804","3,926",34,15,179,795,980,"1,499","1,479",19,11,82,463,627,"1,305","2,447",530,"1,376",960,767,"1,027","1,018",993,"1,544","1,081",613
2015,47 ,20-Nov-15,"9,830","1,317",56,21,295,"1,172","1,648","2,835","3,802",35,15,202,720,950,"1,554","1,445",21,6,93,452,698,"1,281","2,357",527,"1,317",937,844,"1,071","1,043",966,"1,470","1,019",611
2015,48 ,27-Nov-15,"9,822","1,156",33,21,317,"1,219","1,621","2,759","3,850",19,11,206,719,922,"1,510","1,445",14,10,111,500,699,"1,249","2,405",512,"1,322",994,844,990,"1,066",915,"1,536","1,037",589
2015,49 ,4-Dec-15,"10,365","1,345",59,25,295,"1,216","1,707","3,003","4,056",40,14,194,711,"1,021","1,558","1,572",19,11,101,505,686,"1,445","2,484",534,"1,425","1,012",919,"1,087","1,065",998,"1,522","1,127",659
2015,50 ,11-Dec-15,"10,269","1,413",37,25,286,"1,196","1,632","2,928","4,153",14,10,192,722,916,"1,562","1,552",23,15,94,474,716,"1,366","2,601",540,"1,400","1,050",915,"1,006","1,018",985,"1,536","1,102",688
2015,51 ,18-Dec-15,"10,689","1,437",66,28,365,"1,255","1,782","3,023","4,169",37,10,234,726,"1,036","1,602","1,502",29,18,131,529,746,"1,421","2,667",618,"1,526","1,060",897,"1,101","1,086",990,"1,656","1,089",646
2015,52 ,25-Dec-15,"8,630","1,233",49,26,246,"1,010","1,387","2,451","3,461",33,7,151,625,797,"1,260","1,315",16,19,95,385,590,"1,191","2,146",480,"1,167",891,707,826,916,870,"1,347",877,535
2015,53 ,1-Jan-16,"7,524","1,128",39,12,146,882,"1,259","2,197","2,988",25,6,85,510,737,"1,139","1,185",14,6,61,372,522,"1,058","1,803",407,"1,074",755,646,799,653,766,"1,123",757,516
2016,1 ,8-Jan-16,"13,045","2,046",49,17,299,"1,482","2,179","3,727","5,292",31,10,178,867,"1,246","1,897","1,982",18,7,121,615,933,"1,830","3,310",705,"1,748","1,284","1,067","1,396","1,401","1,226","1,951","1,424",809
2016,2 ,15-Jan-16,"11,501","1,835",64,24,326,"1,363","1,925","3,283","4,512",36,14,221,812,"1,159","1,709","1,656",28,10,105,551,766,"1,574","2,856",600,"1,532","1,148",956,"1,208","1,237","1,048","1,771","1,263",711
2016,3 ,22-Jan-16,"11,473","1,775",50,18,345,"1,293","1,831","3,327","4,606",32,8,238,791,"1,079","1,734","1,750",18,10,107,502,752,"1,593","2,856",612,"1,602","1,119",929,"1,209","1,253","1,068","1,710","1,219",720
2016,4 ,29-Jan-16,"11,317","1,810",47,14,324,"1,322","1,859","3,147","4,599",25,8,217,773,"1,069","1,643","1,754",22,6,107,549,790,"1,504","2,845",631,"1,516","1,131",858,"1,195","1,236","1,065","1,730","1,207",717
2016,5 ,5-Feb-16,"11,052","1,748",60,22,314,"1,281","1,779","3,181","4,405",35,14,203,767,"1,040","1,683","1,655",25,8,111,514,739,"1,498","2,750",620,"1,459","1,109",954,"1,197","1,160","1,059","1,604","1,169",690
2016,6 ,12-Feb-16,"11,170","1,730",60,21,331,"1,356","1,826","3,058","4,502",36,12,203,782,"1,062","1,639","1,666",24,9,128,574,764,"1,419","2,836",599,"1,466","1,066",917,"1,262","1,155","1,040","1,718","1,222",700
2016,7 ,19-Feb-16,"10,590","1,700",52,22,305,"1,333","1,720","2,982","4,175",27,14,196,803,"1,015","1,616","1,577",25,8,109,530,705,"1,366","2,598",588,"1,443","1,083",881,"1,088","1,057",999,"1,596","1,171",657
2016,8 ,26-Feb-16,"11,056","1,734",58,20,267,"1,294","1,774","3,127","4,516",34,13,176,733,995,"1,650","1,707",24,7,91,561,779,"1,477","2,809",582,"1,497","1,115",930,"1,087","1,180","1,021","1,707","1,215",696
2016,9 ,4-Mar-16,"11,285","1,774",39,21,318,"1,328","1,864","3,180","4,533",22,13,212,799,"1,024","1,709","1,745",17,8,106,529,840,"1,471","2,788",582,"1,505","1,107",913,"1,144","1,240","1,093","1,742","1,218",721
2016,10 ,11-Mar-16,"11,010","1,768",54,22,273,"1,340","1,755","3,171","4,390",27,10,172,795,"1,030","1,713","1,711",27,12,101,545,725,"1,458","2,679",569,"1,525","1,097",911,"1,104","1,190","1,008","1,694","1,148",734
2016,11 ,18-Mar-16,"11,022","1,709",55,22,295,"1,358","1,781","3,070","4,434",31,10,194,835,"1,048","1,596","1,705",24,12,101,523,733,"1,474","2,729",552,"1,460","1,102",917,"1,136","1,143","1,058","1,595","1,292",738
2016,12 ,25-Mar-16,"9,635","1,485",55,18,247,"1,148","1,567","2,713","3,878",32,13,157,683,898,"1,437","1,482",23,5,90,465,669,"1,276","2,396",474,"1,331",937,809,891,923,900,"1,542","1,122",668
2016,13 ,1-Apr-16,"10,286","1,688",49,15,264,"1,184","1,698","2,992","4,079",26,10,171,662,941,"1,550","1,583",23,5,93,522,757,"1,442","2,496",578,"1,362",968,859,942,"1,079","1,039","1,611","1,104",712
2016,14 ,8-Apr-16,"11,599","1,971",53,15,306,"1,327","1,941","3,238","4,719",34,7,201,768,"1,109","1,738","1,743",19,8,105,559,832,"1,500","2,976",606,"1,514","1,128",911,"1,232","1,190","1,111","1,828","1,319",742
2016,15 ,15-Apr-16,"11,417","1,809",63,18,311,"1,312","1,927","3,166","4,617",32,10,189,774,"1,137","1,688","1,789",31,8,122,538,790,"1,478","2,828",594,"1,572","1,105",900,"1,183","1,217","1,007","1,785","1,282",738
2016,16 ,22-Apr-16,"10,925","1,597",65,24,319,"1,292","1,816","3,085","4,324",40,15,208,766,"1,039","1,613","1,647",25,9,111,526,777,"1,472","2,677",539,"1,470","1,008",908,"1,134","1,189",999,"1,683","1,250",714
2016,17 ,29-Apr-16,"10,413","1,396",43,22,327,"1,301","1,694","2,927","4,098",22,14,212,792,"1,003","1,534","1,548",21,8,115,509,691,"1,393","2,550",571,"1,371","1,014",857,"1,065","1,147",969,"1,634","1,128",629
2016,18 ,6-May-16,"9,137","1,261",55,23,348,"1,075","1,490","2,583","3,559",34,15,249,629,870,"1,410","1,367",21,8,99,446,620,"1,173","2,192",495,"1,280",941,703,929,954,876,"1,365",994,569
2016,19 ,13-May-16,"10,637","1,447",49,19,308,"1,277","1,768","2,994","4,218",36,5,195,743,"1,057","1,563","1,673",13,14,113,534,711,"1,431","2,545",547,"1,420","1,055",914,"1,069","1,190",971,"1,646","1,143",652
2016,20 ,20-May-16,"9,953","1,328",61,21,328,"1,149","1,686","2,855","3,853",34,12,209,687,960,"1,532","1,464",27,9,119,462,726,"1,323","2,389",533,"1,327",927,862,"1,013","1,147",884,"1,534","1,092",611
2016,21 ,27-May-16,"9,739","1,248",63,19,326,"1,185","1,681","2,697","3,767",36,10,205,716,957,"1,441","1,417",27,9,121,469,724,"1,256","2,350",484,"1,300",936,826,995,"1,103",884,"1,489","1,082",624
2016,22 ,3-Jun-16,"7,909",982,35,19,214,963,"1,445","2,253","2,980",16,9,128,546,827,"1,188","1,180",19,10,86,417,618,"1,065","1,800",431,"1,138",814,680,776,790,710,"1,242",817,500
2016,23 ,10-Jun-16,"9,873","1,292",58,21,268,"1,181","1,613","2,875","3,857",28,10,167,694,923,"1,535","1,466",30,11,101,487,690,"1,340","2,391",542,"1,306","1,038",839,"1,011","1,119",939,"1,468","1,004",584
2016,24 ,17-Jun-16,"9,386","1,225",49,22,255,"1,195","1,604","2,703","3,556",28,13,174,725,931,"1,463","1,367",21,9,81,470,673,"1,240","2,189",473,"1,252",923,858,981,"1,037",858,"1,410",993,578
2016,25 ,24-Jun-16,"9,365","1,206",57,15,295,"1,161","1,549","2,659","3,625",29,9,192,675,909,"1,443","1,454",28,6,103,486,640,"1,216","2,171",528,"1,272",925,804,"1,015",966,831,"1,408","1,039",558
2016,26 ,1-Jul-16,"9,228","1,106",46,13,303,"1,192","1,570","2,573","3,530",26,9,204,701,897,"1,369","1,280",20,4,99,491,673,"1,204","2,250",488,"1,157",936,801,954,971,880,"1,497",964,549
2016,27 ,8-Jul-16,"9,138","1,062",49,18,287,"1,176","1,552","2,567","3,489",30,9,175,698,917,"1,359","1,334",19,9,112,478,635,"1,208","2,155",507,"1,269",910,770,956,950,796,"1,407","1,031",524
2016,28 ,15-Jul-16,"9,388","1,101",54,15,279,"1,153","1,634","2,649","3,603",33,8,186,683,964,"1,395","1,336",21,7,93,470,670,"1,254","2,267",485,"1,242",948,784,943,"1,054",798,"1,463","1,052",599
2016,29 ,22-Jul-16,"9,350","1,168",55,18,282,"1,115","1,586","2,638","3,650",37,9,192,667,936,"1,459","1,414",18,9,90,448,650,"1,179","2,236",538,"1,295",877,830,914,988,847,"1,443","1,023",560
2016,30 ,29-Jul-16,"9,335","1,190",39,15,312,"1,074","1,567","2,641","3,683",20,8,203,630,924,"1,433","1,389",19,7,109,444,643,"1,208","2,294",476,"1,223",910,762,923,"1,013",940,"1,414","1,027",610
2016,31 ,5-Aug-16,"9,182","1,112",56,19,276,"1,171","1,542","2,588","3,524",29,11,187,690,923,"1,416","1,302",27,8,89,481,619,"1,172","2,222",467,"1,316",879,739,983,"1,004",822,"1,311","1,052",580
2016,32 ,12-Aug-16,"9,172","1,065",57,15,277,"1,183","1,552","2,557","3,520",37,9,172,738,902,"1,364","1,288",20,6,105,445,650,"1,193","2,232",492,"1,244",886,780,941,"1,031",801,"1,346",974,641
2016,33 ,19-Aug-16,"9,070","1,032",42,17,276,"1,078","1,610","2,624","3,423",26,10,191,653,946,"1,383","1,324",16,7,85,425,664,"1,241","2,099",476,"1,279",887,742,951,"1,005",831,"1,317",983,574
2016,34 ,26-Aug-16,"9,319","1,093",48,16,241,"1,104","1,577","2,680","3,652",23,4,157,699,899,"1,480","1,395",25,12,84,405,678,"1,200","2,257",499,"1,250",860,793,"1,039",991,822,"1,419","1,000",619
2016,35 ,2-Sep-16,"7,923",917,43,14,228,968,"1,415","2,233","3,020",21,9,135,564,825,"1,204","1,196",22,5,93,404,590,"1,029","1,824",398,"1,114",800,626,764,877,795,"1,251",797,470
2016,36 ,9-Sep-16,"9,399","1,036",48,23,283,"1,161","1,562","2,659","3,661",30,17,185,710,944,"1,398","1,345",18,6,98,451,618,"1,261","2,316",478,"1,312",942,844,974,981,873,"1,384","1,033",552
2016,37 ,16-Sep-16,"9,124","1,027",56,15,265,"1,170","1,583","2,628","3,406",27,6,153,690,900,"1,397","1,338",29,9,112,480,683,"1,231","2,068",491,"1,222",914,736,898,998,839,"1,433",988,576
2016,38 ,23-Sep-16,"8,945","1,039",58,15,264,"1,132","1,548","2,564","3,364",30,11,173,670,910,"1,404","1,251",28,4,91,462,638,"1,160","2,113",435,"1,230",890,730,892,979,854,"1,399",941,563
2016,39 ,30-Sep-16,"8,994",979,53,15,297,"1,151","1,549","2,506","3,422",22,7,194,697,925,"1,327","1,350",31,8,103,454,624,"1,179","2,072",481,"1,219",856,787,971,879,852,"1,345",987,592
2016,40 ,7-Oct-16,"9,291","1,060",57,21,275,"1,115","1,647","2,641","3,531",30,8,176,637,992,"1,385","1,381",27,13,99,478,655,"1,256","2,150",465,"1,331",907,777,938,945,863,"1,456","1,024",562
2016,41 ,14-Oct-16,"9,719","1,153",72,14,272,"1,145","1,633","2,746","3,835",41,6,183,674,961,"1,444","1,508",31,8,89,471,672,"1,302","2,327",520,"1,328",940,791,966,"1,069",919,"1,524","1,056",587
2016,42 ,21-Oct-16,"9,768","1,238",50,21,276,"1,158","1,652","2,724","3,887",25,9,178,687,965,"1,485","1,488",25,12,98,471,687,"1,239","2,399",511,"1,322",919,831,977,"1,020",931,"1,542","1,078",624
2016,43 ,28-Oct-16,"9,724","1,270",58,16,271,"1,239","1,567","2,800","3,773",25,11,170,741,908,"1,494","1,472",33,5,101,498,659,"1,306","2,301",530,"1,401",914,850,966,"1,034",860,"1,472","1,043",624
2016,44 ,4-Nov-16,"10,152","1,276",52,21,281,"1,186","1,723","2,833","4,056",31,11,188,670,"1,011","1,451","1,598",21,10,93,516,712,"1,382","2,458",535,"1,351","1,041",850,"1,013","1,048",904,"1,630","1,114",644
2016,45 ,11-Nov-16,"10,470","1,342",54,15,278,"1,279","1,709","2,954","4,178",28,6,187,730,"1,021","1,576","1,565",26,9,91,549,688,"1,378","2,613",546,"1,390","1,017",889,"1,045","1,127",976,"1,691","1,139",626
2016,46 ,18-Nov-16,"10,694","1,374",57,26,355,"1,225","1,703","2,992","4,332",31,18,250,709,"1,001","1,566","1,730",26,8,105,516,702,"1,426","2,602",547,"1,513","1,025",892,"1,117","1,184",941,"1,605","1,154",681
2016,47 ,25-Nov-16,"10,603","1,413",49,26,284,"1,226","1,716","3,062","4,239",27,12,174,734,"1,013","1,621","1,616",22,14,110,492,703,"1,441","2,623",536,"1,432","1,022",887,"1,090","1,131",987,"1,679","1,154",661
2016,48 ,2-Dec-16,"10,439","1,371",58,15,345,"1,191","1,752","2,961","4,116",35,8,225,692,984,"1,557","1,574",23,7,120,499,768,"1,404","2,542",550,"1,491",973,888,"1,076","1,176",936,"1,578","1,112",643
2016,49 ,9-Dec-16,"11,223","1,591",57,28,310,"1,266","1,808","3,176","4,578",29,13,202,749,"1,019","1,676","1,738",28,15,108,517,789,"1,500","2,840",589,"1,529","1,193",932,"1,164","1,212","1,029","1,658","1,201",693
2016,50 ,16-Dec-16,"10,533","1,522",72,22,281,"1,219","1,675","2,943","4,316",36,16,180,748,979,"1,500","1,595",36,6,101,471,696,"1,443","2,721",561,"1,444","1,036",893,"1,098","1,107",933,"1,634","1,145",663
2016,51 ,23-Dec-16,"11,493","1,640",56,16,339,"1,253","1,927","3,170","4,725",30,6,218,754,"1,057","1,682","1,796",26,10,121,499,870,"1,488","2,929",679,"1,594","1,097",981,"1,149","1,207","1,052","1,784","1,223",691
2016,52 ,30-Dec-16,"8,003","1,312",41,7,178,849,"1,269","2,294","3,364",24,5,99,451,738,"1,229","1,288",17,2,79,398,531,"1,065","2,076",456,"1,087",794,759,715,774,761,"1,236",846,558
2017,1 ,6-Jan-17,"11,991","2,321",58,18,215,"1,232","1,880","3,450","5,136",32,9,143,718,"1,070","1,803","1,907",26,9,72,514,810,"1,647","3,229",602,"1,665","1,208","1,016","1,243","1,187","1,173","1,899","1,228",744
2017,2 ,13-Jan-17,"13,715","2,690",56,18,287,"1,372","2,149","3,886","5,947",33,10,199,819,"1,237","2,015","2,230",23,8,88,553,912,"1,871","3,717",738,"1,840","1,351","1,170","1,439","1,450","1,296","2,161","1,419",825
2017,3 ,20-Jan-17,"13,610","2,625",54,19,301,"1,374","2,132","3,701","6,029",28,10,183,837,"1,202","1,902","2,282",26,9,118,537,930,"1,799","3,747",676,"1,786","1,383","1,190","1,414","1,484","1,276","2,195","1,346",835
2017,4 ,27-Jan-17,"12,877","2,373",52,16,286,"1,273","1,946","3,652","5,652",28,7,189,763,"1,164","1,893","2,074",24,9,97,510,782,"1,759","3,578",627,"1,666","1,242","1,116","1,362","1,488","1,198","1,999","1,278",881
2017,5 ,3-Feb-17,"12,485","2,147",55,14,308,"1,239","1,930","3,509","5,430",27,8,209,751,"1,149","1,854","2,059",28,6,99,488,781,"1,655","3,371",631,"1,625","1,243","1,045","1,293","1,384","1,210","1,920","1,359",749
2017,6 ,10-Feb-17,"12,269","2,093",57,17,293,"1,342","1,940","3,483","5,129",29,9,196,825,"1,136","1,754","1,887",28,8,97,517,804,"1,729","3,242",635,"1,566","1,224","1,036","1,234","1,411","1,161","1,916","1,339",723
2017,7 ,17-Feb-17,"11,644","1,932",49,18,295,"1,316","1,811","3,242","4,913",33,10,176,794,"1,071","1,719","1,884",16,8,119,522,740,"1,523","3,029",610,"1,528","1,186",964,"1,243","1,253","1,095","1,847","1,217",690
2017,8 ,24-Feb-17,"11,794","1,872",47,20,286,"1,298","1,816","3,214","5,112",26,8,173,754,"1,031","1,680","1,923",21,12,113,544,785,"1,534","3,189",636,"1,519","1,159",954,"1,216","1,327","1,114","1,834","1,312",701
2017,9 ,3-Mar-17,"11,248","1,766",53,22,254,"1,252","1,823","3,142","4,699",32,14,153,733,"1,039","1,646","1,768",21,8,101,519,784,"1,496","2,931",606,"1,488","1,123",963,"1,184","1,328",930,"1,673","1,221",715
2017,10 ,10-Mar-17,"11,077","1,660",54,17,316,"1,240","1,756","3,086","4,608",29,5,211,748,"1,045","1,636","1,760",25,12,105,492,711,"1,450","2,848",570,"1,464","1,110","1,038","1,163","1,230",969,"1,738","1,144",634
2017,11 ,17-Mar-17,"10,697","1,561",59,7,274,"1,260","1,722","3,015","4,360",38,4,171,744,996,"1,573","1,672",21,3,103,516,726,"1,442","2,688",581,"1,450","1,121",963,"1,140","1,150",946,"1,593","1,083",653
2017,12 ,24-Mar-17,"10,325","1,436",55,13,268,"1,256","1,739","2,940","4,054",27,7,174,762,"1,000","1,612","1,512",28,6,94,494,739,"1,328","2,542",535,"1,364","1,065",947,"1,034","1,134",930,"1,557","1,107",635
2017,13 ,31-Mar-17,"10,027","1,324",65,20,307,"1,202","1,656","2,838","3,939",32,12,196,705,969,"1,519","1,455",33,8,111,497,687,"1,319","2,484",509,"1,313","1,045",870,"1,024","1,109",888,"1,520","1,064",658
2017,14 ,7-Apr-17,"9,939","1,378",59,21,277,"1,181","1,705","2,748","3,947",35,8,186,701,"1,005","1,491","1,565",24,13,91,480,700,"1,257","2,382",523,"1,373",929,835,"1,048","1,056",905,"1,522","1,075",642
2017,15 ,14-Apr-17,"8,493","1,143",38,20,235,"1,003","1,468","2,397","3,330",20,8,145,634,849,"1,255","1,250",18,12,90,369,619,"1,142","2,080",410,"1,217",795,708,868,918,801,"1,316",863,577
2017,16 ,21-Apr-17,"9,644","1,311",68,19,280,"1,130","1,585","2,834","3,721",39,13,172,658,943,"1,529","1,423",29,6,108,472,642,"1,305","2,298",517,"1,362","1,010",812,978,996,896,"1,409",984,654
2017,17 ,28-Apr-17,"10,908","1,435",70,20,273,"1,315","1,822","3,132","4,276",41,10,167,784,"1,104","1,687","1,655",29,10,106,531,718,"1,445","2,621",583,"1,495","1,053",882,"1,125","1,137","1,053","1,678","1,159",727
2017,18 ,5-May-17,"9,064","1,154",44,18,268,"1,035","1,529","2,557","3,613",25,11,167,648,892,"1,345","1,441",19,7,101,387,637,"1,212","2,172",479,"1,279",872,803,902,956,804,"1,356",997,600
2017,19 ,12-May-17,"10,693","1,423",41,23,323,"1,275","1,813","3,019","4,196",22,11,192,752,"1,088","1,631","1,657",19,12,131,523,725,"1,388","2,539",551,"1,368","1,053",988,"1,059","1,153",970,"1,685","1,155",687
2017,20 ,19-May-17,"10,288","1,325",38,18,291,"1,320","1,794","2,854","3,973",20,10,192,787,"1,061","1,506","1,503",18,8,99,533,733,"1,348","2,470",553,"1,329","1,030",817,"1,079","1,124",914,"1,639","1,161",615
2017,21 ,26-May-17,"10,040","1,286",71,21,307,"1,187","1,722","2,744","3,983",40,10,192,737,"1,022","1,448","1,553",31,11,115,450,700,"1,296","2,430",519,"1,349",936,802,"1,088","1,118",953,"1,526","1,118",602
2017,22 ,2-Jun-17,"8,332","1,076",49,12,223,995,"1,475","2,361","3,217",29,9,141,604,864,"1,260","1,204",20,3,82,391,611,"1,101","2,013",408,"1,208",818,726,849,813,787,"1,217",897,586
2017,23 ,9-Jun-17,"9,766","1,229",57,27,308,"1,227","1,632","2,785","3,727",37,20,203,746,950,"1,486","1,477",20,7,105,481,682,"1,299","2,250",514,"1,311",950,841,"1,060","1,016",876,"1,527","1,066",584
2017,24 ,16-Jun-17,"9,367","1,062",60,20,259,"1,188","1,663","2,554","3,619",30,12,172,726,949,"1,372","1,400",30,8,87,462,714,"1,182","2,219",499,"1,272",918,819,"1,016",990,829,"1,380","1,015",599
2017,25 ,23-Jun-17,"9,627","1,215",65,17,300,"1,175","1,570","2,715","3,785",36,12,194,698,905,"1,490","1,465",29,5,106,477,665,"1,225","2,320",509,"1,328",901,841,991,991,902,"1,473","1,058",608
2017,26 ,30-Jun-17,"9,334","1,170",54,13,275,"1,121","1,656","2,676","3,536",36,7,166,672,982,"1,405","1,314",18,6,109,449,674,"1,271","2,222",451,"1,174",914,804,996,"1,028",903,"1,456","1,038",546
